soil,temp,hum,Status
66,33.18,19.13,1
69,33.24,18.91,0
16,33.29,18.68,1
24,33.35,18.45,0
9,33.4,18.23,1
24,33.46,18,0
55,33.51,17.77,0
89,33.57,17.55,1
42,33.62,17.32,0
53,33.68,17.09,0
61,33.73,16.87,1
54,33.79,16.64,0
60,33.84,16.41,0
82,33.9,16.19,0
9,33.96,15.96,0
72,34.01,15.73,1
6,34.07,15.51,1
57,34.12,15.28,1
40,34.18,15.05,1
10,34.23,14.83,1
76,34.29,14.6,1
38,34.34,14.37,1
9,34.4,14.15,1
40,34.45,13.92,1
81,34.51,13.69,0
48,34.56,13.47,0
77,34.62,13.24,0
44,34.67,13.01,1
64,34.73,12.79,0
20,34.78,12.56,0
8,34.84,12.33,1
12,34.89,12.11,0
1,34.95,11.88,1
53,35,11.65,0
74,35.06,11.43,0
75,35.11,11.2,0
69,35.17,10.97,0
63,35.22,10.75,0
16,35.28,10.52,0
25,35.33,10.29,1
3,35.39,10.07,1
31,35.44,9.84,0
87,35.5,9.61,1
65,35.55,9.39,0
46,35.61,9.16,1
35,35.66,8.93,1
79,35.72,8.71,0
19,35.77,8.48,1
24,35.83,8.25,1
3,35.88,8.03,1
42,35.94,7.8,1
51,35.99,7.57,0
60,36.05,7.35,0
59,36.1,7.12,0
21,36.16,6.89,1
4,36.21,6.67,1
26,36.27,6.44,1
28,36.32,6.21,1
21,36.38,5.99,1
82,36.43,5.76,1
49,36.49,5.53,0
84,36.54,5.31,1
16,36.6,5.08,1
2,36.65,4.85,1
22,36.71,4.63,1
56,36.76,4.4,1
2,36.82,4.17,1
42,36.87,3.95,1
37,36.93,3.72,0
9,36.89,3.79,1
45,36.84,3.85,0
31,36.8,3.92,0
69,36.75,3.98,0
5,36.71,4.05,1
57,36.67,4.11,1
3,36.62,4.18,1
47,36.58,4.24,1
2,36.54,4.31,0
82,36.49,4.37,1
68,36.45,4.44,0
2,36.4,4.5,1
13,36.36,4.57,1
68,36.32,4.63,0
40,36.27,4.7,1
66,36.23,4.76,1
40,36.18,4.83,1
87,36.14,4.89,0
18,36.1,4.96,1
26,36.05,5.02,1
69,36.01,5.09,0
3,35.97,5.15,0
70,35.92,5.22,1
38,35.88,5.28,1
21,35.83,5.35,0
16,35.79,5.41,1
14,35.75,5.48,1
19,35.7,5.54,1
44,35.66,5.61,0
79,35.61,5.67,0
26,35.57,5.74,1
30,35.53,5.8,0
35,35.48,5.87,0
66,35.44,5.93,0
15,35.39,6,0
55,35.35,6.06,0
81,35.31,6.13,0
86,35.26,6.19,0
88,35.22,6.26,0
5,35.18,6.32,1
9,35.13,6.39,0
59,35.09,6.45,0
61,35.04,6.52,0
58,35,6.58,1
55,34.96,6.65,0
77,34.91,6.71,0
83,34.87,6.78,1
67,34.82,6.84,0
12,34.78,6.91,1
47,34.74,6.97,0
30,34.69,7.04,1
31,34.65,7.1,1
38,34.61,7.17,1
74,34.56,7.23,0
62,34.52,7.3,1
81,34.47,7.36,0
9,34.43,7.43,1
49,34.13,7.68,0
63,33.83,7.94,1
33,33.55,8.17,0
33,33.27,8.39,1
3,33.02,8.76,1
5,32.76,9.14,1
79,32.38,9.99,0
11,31.99,10.84,1
86,31.67,11.41,0
31,31.34,11.98,1
75,31.02,12.55,0
13,30.7,13.12,1
85,30.36,13.58,0
85,30.02,14.05,0
18,29.46,16.1,1
75,28.9,18.14,1
34,28.14,20.93,1
18,27.39,23.72,1
73,26.92,25.21,0
56,26.45,26.7,0
40,26.07,27.96,1
41,25.69,29.22,1
1,25.31,30.47,1
59,24.93,31.73,1
33,24.67,33.06,0
23,24.41,34.39,1
22,24.28,35.13,0
69,24.16,35.87,0
84,24.05,36.52,1
18,23.94,37.18,1
30,23.72,38.07,1
1,23.5,38.95,0
53,23.4,39.56,0
52,23.29,40.16,0
40,23.21,40.61,1
11,23.13,41.06,1
44,23.05,41.52,0
22,22.97,41.97,1
67,22.82,42.5,0
88,22.67,43.04,0
87,22.58,43.4,0
53,22.5,43.76,0
26,22.48,43.92,0
11,22.45,44.07,1
54,22.45,44.11,0
22,22.45,44.15,0
78,22.42,44.58,0
42,22.38,45.01,1
87,22.53,44.8,0
46,22.68,44.6,1
41,22.75,44.4,1
29,22.82,44.2,1
53,22.82,43.86,1
40,22.83,43.53,1
30,22.76,43.54,0
86,22.7,43.56,0
69,22.63,43.58,1
35,22.56,43.59,0
4,22.26,44.11,0
13,21.97,44.63,1
58,21.82,44.33,1
11,21.66,44.03,0
44,21.51,44.38,1
34,21.35,44.73,1
82,21.32,44.64,0
31,21.29,44.54,1
44,21.26,44.45,0
48,21.15,44.45,0
71,21.04,44.44,0
69,20.94,44.44,0
19,20.83,44.44,1
70,20.74,44.42,0
48,20.65,44.39,0
37,20.8,42.98,0
49,20.94,41.56,1
48,21.09,40.19,1
26,21.24,38.82,1
70,21.39,37.44,0
90,21.54,36.07,0
58,21.52,35.14,0
19,21.49,34.22,1
58,21.68,32.22,0
18,21.87,30.23,1
83,22.18,28.86,1
41,22.5,27.5,1
22,22.63,26.84,1
88,22.76,26.17,1
78,22.69,26.22,0
57,22.62,26.26,1
87,22.55,26.31,0
4,22.48,26.36,1
9,22.42,26.41,1
31,22.35,26.46,0
60,22.28,26.5,0
17,22.21,26.55,1
31,22.14,26.6,1
2,22.07,26.65,0
27,22,26.69,0
68,21.94,26.74,1
42,21.87,26.79,1
46,21.8,26.84,1
44,21.73,26.88,0
57,21.66,26.93,0
86,21.59,26.98,0
56,21.52,27.02,1
33,21.45,27.07,0
14,21.38,27.12,1
26,21.32,27.17,0
14,21.25,27.22,0
45,21.18,27.26,1
71,21.11,27.31,1
21,21.04,27.36,0
5,20.97,27.4,1
34,20.9,27.45,1
29,20.83,27.5,0
87,20.77,27.55,1
46,20.7,27.6,0
72,20.63,27.64,0
35,20.56,27.69,0
38,20.64,27.05,1
78,20.73,26.41,0
87,20.8,25.94,0
43,20.86,25.47,1
89,20.82,25.58,0
53,20.78,25.7,1
43,20.51,26.77,0
76,20.24,27.84,0
62,20.06,28.6,0
86,19.88,29.37,0
10,19.87,29.41,1
45,19.85,29.45,1
47,19.85,29.59,0
49,19.85,29.73,1
8,19.82,30.16,1
41,19.78,30.59,0
24,19.68,31.18,0
25,19.57,31.77,1
86,19.47,32.36,0
82,19.47,32.97,1
49,19.47,33.57,1
74,19.58,33.56,0
72,19.69,33.55,0
15,19.71,33.26,1
37,19.73,32.98,1
81,19.76,32.56,0
79,19.79,32.15,0
47,19.74,32.06,1
78,19.7,31.96,0
84,19.67,31.97,1
3,19.64,31.98,1
52,19.67,31.48,0
11,19.7,30.97,0
14,19.72,30.48,1
12,19.74,29.99,1
32,19.72,29.84,1
88,19.69,29.69,0
58,19.69,29.08,0
62,19.69,28.47,0
20,19.76,27.91,0
44,19.83,27.35,1
69,19.89,26.8,0
31,19.96,26.24,1
14,20.13,25.64,1
68,20.31,25.04,0
68,20.57,24.32,1
6,20.83,23.6,1
2,21.14,22.76,1
19,21.46,21.91,1
79,21.83,21.18,0
73,22.19,20.45,0
90,22.65,19.56,0
16,23.11,18.66,1
61,23.7,17.54,0
5,24.29,16.41,1
49,24.82,15.34,0
72,25.34,14.27,0
56,25.9,13.34,0
24,26.46,12.4,0
33,26.78,11.72,0
23,27.1,11.03,1
13,27.51,10.8,1
63,27.91,10.58,0
40,29.29,9.62,1
48,30.68,8.67,0
37,29.92,9.17,0
66,29.16,9.67,0
19,29.53,9.43,1
26,29.9,9.2,0
66,30.28,8.96,1
42,30.65,8.73,1
6,31.02,8.49,1
28,31.39,8.25,0
60,31.76,8.02,0
42,32.14,7.78,0
47,32.51,7.55,1
39,32.88,7.31,1
53,33.23,7.18,0
19,33.58,7.06,1
9,33.77,6.82,0
75,33.96,6.59,0
51,34.15,6.36,0
16,34.34,6.12,1
30,34.48,5.9,1
4,34.62,5.68,1
83,34.87,5.46,0
53,35.12,5.24,0
6,35.46,5.16,0
31,35.8,5.07,1
62,35.98,4.91,0
47,36.16,4.75,1
54,36.02,4.72,0
82,35.88,4.69,0
20,36.17,4.72,1
89,36.46,4.75,1
18,36.5,4.51,1
1,36.55,4.27,0
68,36.38,4.22,0
34,36.22,4.16,0
43,36.28,4.04,1
11,36.34,3.91,0
79,36.37,3.9,1
74,36.4,3.9,0
65,36.64,3.84,0
3,36.88,3.78,1
3,37.01,3.76,1
43,37.14,3.74,1
52,36.61,3.85,1
84,36.07,3.96,0
29,36.18,4.03,1
34,36.29,4.09,0
15,36.75,3.83,1
32,37.21,3.57,0
46,37.44,3.43,1
77,37.67,3.3,1
62,37.75,3.18,0
76,37.82,3.06,1
8,37.82,2.98,1
3,37.82,2.9,0
14,37.64,2.94,1
26,37.45,2.97,1
37,37.22,3.04,1
43,36.98,3.12,1
44,36.85,3.24,1
20,36.72,3.35,1
82,36.52,3.26,0
55,36.31,3.18,0
8,36.44,3.2,0
37,36.56,3.23,1
32,36.7,3.36,1
71,36.84,3.49,0
54,36.61,3.44,1
57,36.37,3.39,0
41,36.42,3.32,1
82,36.47,3.24,0
52,36.74,3.27,1
54,37.01,3.3,1
80,36.88,3.04,1
72,36.74,2.78,0
60,36.48,2.73,0
40,36.21,2.68,1
9,36.14,2.65,1
28,36.07,2.62,0
56,36.1,2.74,0
5,36.13,2.86,1
16,36.14,2.78,1
64,36.14,2.71,1
59,35.89,2.88,1
74,35.74,2.57,0
41,35.58,2.26,1
15,35.63,2.42,1
16,35.68,2.59,1
31,35.52,2.37,1
32,35.35,2.15,0
42,35.33,2.3,1
81,35.3,2.44,1
13,35.19,2.42,0
76,35.08,2.41,0
28,34.92,2.46,0
14,34.76,2.52,0
73,34.6,2.32,0
17,34.43,2.11,1
84,34.33,2.36,0
51,34.22,2.61,1
46,34.07,3.22,0
19,33.92,3.82,1
85,33.56,5,1
67,33.21,6.19,0
20,33.05,5.53,1
43,32.89,4.87,0
57,32.62,6.15,0
9,32.34,7.43,0
55,32.05,7.76,0
40,31.76,8.1,1
83,31.53,8.12,0
35,31.3,8.14,1
41,31.06,8.17,0
63,30.83,8.19,1
65,30.62,8.29,0
7,30.41,8.39,1
41,30.22,8.74,0
42,30.04,9.08,1
60,29.82,9.35,0
73,29.6,9.62,1
83,29.34,10.16,0
39,29.09,10.7,0
41,28.91,11.08,1
85,28.73,11.45,0
77,28.54,11.85,0
30,28.35,12.25,1
56,28.3,12.4,1
88,28.25,12.54,0
1,28.08,12.62,0
36,27.9,12.71,1
46,27.74,12.7,1
49,27.59,12.68,0
21,27.62,12.1,1
57,27.66,11.51,0
11,27.53,11.64,1
38,27.4,11.77,1
62,27.2,12.16,0
37,27,12.55,1
64,26.98,12.39,0
25,26.97,12.23,0
26,27,11.78,0
43,27.03,11.34,1
18,27.15,10.94,1
47,27.27,10.55,1
29,27.16,10.8,1
69,27.04,11.05,1
49,26.73,11.62,0
85,26.42,12.2,0
75,26.44,12.25,0
6,26.47,12.3,1
24,26.02,14.24,1
45,25.58,16.18,1
28,24.62,20.96,1
33,23.67,25.74,0
4,23.32,28.16,1
16,22.96,30.59,0
69,23.06,30.3,0
33,23.16,30.02,1
6,23.26,29.73,1
33,23.06,30.55,1
72,22.86,31.37,0
85,22.54,33.38,1
89,22.23,35.4,1
39,22.06,36.58,0
46,21.88,37.77,1
87,21.65,39,0
23,21.42,40.22,1
9,21.26,41.15,0
31,21.09,42.08,1
31,20.94,42.44,1
34,20.8,42.8,1
59,20.93,41.75,0
85,21.06,40.7,0
65,21.19,39.65,1
12,21.32,38.61,0
57,21.44,37.56,1
46,21.57,36.51,1
59,21.7,35.46,1
12,21.83,34.41,1
32,21.96,33.36,1
32,22.09,32.32,1
66,22.22,31.27,0
67,22.35,30.22,1
69,22.48,29.17,1
14,22.61,28.12,0
46,22.74,27.07,0
46,22.86,26.02,0
11,22.99,24.98,1
31,23.12,23.93,0
29,23.25,22.88,0
27,23.38,21.83,0
23,23.36,22.02,0
80,23.34,22.2,1
86,23.34,22.21,1
71,23.35,22.21,0
32,23.35,22.22,0
14,23.35,22.23,1
12,23.36,22.24,1
3,23.36,22.24,1
7,23.36,22.25,1
1,23.36,22.26,1
54,23.37,22.27,0
57,23.37,22.27,1
79,23.37,22.28,0
2,23.38,22.29,1
29,23.38,22.3,0
34,23.38,22.3,1
90,23.39,22.31,0
41,23.39,22.32,0
43,23.39,22.33,1
62,23.4,22.33,0
85,23.4,22.34,1
44,23.4,22.35,1
77,23.41,22.36,0
75,23.41,22.36,1
55,23.41,22.37,0
38,23.41,22.38,0
63,23.42,22.39,1
4,23.42,22.39,0
59,23.42,22.4,1
74,23.43,22.41,0
6,23.43,22.42,0
50,23.43,22.42,1
20,23.44,22.43,1
55,23.44,22.44,1
16,23.44,22.45,1
82,23.45,22.45,0
24,23.45,22.46,0
23,23.45,22.47,0
63,23.45,22.48,1
30,23.46,22.48,1
18,23.46,22.49,1
16,23.46,22.5,1
43,23.47,22.51,0
5,23.47,22.51,0
88,23.47,22.52,0
10,23.48,22.53,1
87,23.48,22.54,0
61,23.48,22.54,0
29,23.49,22.55,0
45,23.49,22.56,1
18,23.49,22.57,1
9,23.5,22.57,1
6,23.5,22.58,0
27,23.5,22.59,0
44,23.5,22.6,0
89,23.51,22.6,0
24,23.51,22.61,1
75,23.51,22.62,0
16,23.52,22.63,1
15,23.52,22.63,1
29,23.52,22.64,1
48,23.53,22.65,0
69,23.53,22.66,0
68,23.53,22.66,0
67,23.54,22.67,1
47,23.54,22.68,0
36,23.54,22.69,1
12,23.54,22.69,1
60,23.55,22.7,0
16,23.55,22.71,0
25,23.55,22.72,1
18,23.56,22.72,1
22,23.56,22.73,1
19,23.56,22.74,1
87,23.57,22.75,0
53,23.57,22.75,1
12,23.57,22.76,1
20,23.58,22.77,1
84,23.58,22.78,1
77,23.58,22.78,0
28,23.59,22.79,0
50,23.59,22.8,1
26,23.59,22.81,0
35,23.59,22.81,1
5,23.6,22.82,0
84,23.6,22.83,0
84,23.6,22.84,0
6,23.61,22.84,0
4,23.61,22.85,1
61,24.28,21.86,1
47,24.94,20.87,1
77,25.72,19.38,1
60,26.51,17.89,0
65,27.04,16.26,0
38,27.57,14.62,1
41,28.22,13.49,1
14,28.88,12.36,1
3,29.54,11.23,0
26,30.19,10.1,0
64,30.49,9.76,0
15,30.79,9.42,1
15,30.91,9.21,1
62,31.03,9,1
55,31.54,8.87,1
87,32.04,8.74,1
18,32.25,8.29,0
75,32.47,7.84,1
72,32.74,7.53,0
41,33,7.22,1
60,32.99,7.14,0
65,32.98,7.06,0
3,33.59,6.96,0
54,34.2,6.87,1
74,34.52,6.46,0
12,34.83,6.04,1
83,34.6,6.04,0
69,34.36,6.03,1
52,34.67,6.02,0
8,34.98,6,1
4,35.27,5.58,1
21,35.56,5.16,0
84,36.01,4.94,1
16,36.46,4.71,1
85,36.36,4.59,0
37,36.25,4.47,0
4,36.52,4.22,1
47,36.78,3.98,1
89,36.8,4.08,0
30,36.81,4.17,0
60,36.9,3.96,0
85,36.99,3.74,0
23,37.16,3.61,1
90,37.32,3.47,0
83,37.39,3.31,1
27,37.47,3.15,0
20,37.51,3.08,1
48,37.55,3,0
76,37.59,2.93,1
28,37.63,2.86,1
8,36.84,3.17,1
76,36.05,3.48,0
29,35.96,3.66,1
7,35.87,3.84,1
80,36.24,3.66,1
37,36.62,3.48,1
11,37.08,3.2,1
1,37.55,2.93,1
31,37.66,2.83,1
84,37.78,2.73,0
9,37.8,2.74,1
37,37.82,2.74,0
51,38.06,2.67,0
79,38.29,2.6,0
5,37.8,2.48,1
68,37.3,2.35,1
3,37.23,2.43,1
84,37.16,2.51,0
81,36.93,2.59,0
59,36.7,2.67,0
22,36.44,2.86,0
79,36.17,3.05,0
13,36.2,2.99,0
79,36.22,2.93,0
84,36.28,2.81,0
3,36.35,2.69,1
3,36.42,2.57,1
53,36.48,2.45,0
56,36.6,2.38,0
19,36.71,2.3,1
10,36.7,2.01,1
42,36.68,1.72,1
35,36.59,1.95,1
6,36.5,2.18,0
79,36.44,2.2,0
22,36.39,2.23,0
59,36.24,2.1,1
65,36.09,1.98,0
55,35.98,1.94,1
21,35.88,1.91,1
46,35.72,1.85,0
45,35.56,1.79,1
41,35.63,1.89,0
30,35.78,2.2,1
38,35.92,2.51,1
76,35.74,2.26,1
39,35.56,2,1
50,35.46,1.94,0
61,35.35,1.89,1
78,35.32,2.06,1
47,35.29,2.24,1
22,35.18,2.13,1
66,35.07,2.03,0
33,34.97,2.08,1
13,34.87,2.14,1
40,34.77,2.19,1
37,34.67,2.25,0
67,34.48,2.34,1
79,34.28,2.44,1
86,34.18,2.87,0
51,34.09,3.3,1
14,33.8,4.07,0
29,33.5,4.84,1
11,33.16,5.26,1
55,32.82,5.67,0
29,32.65,5.6,1
11,32.48,5.52,1
82,32.26,5.82,0
50,32.05,6.11,1
18,31.84,6.4,1
70,31.62,6.7,0
30,31.42,6.94,1
63,31.21,7.17,0
73,30.96,7.33,0
56,30.72,7.49,1
17,30.44,7.46,1
79,30.17,7.43,0
1,30,7.35,1
24,29.83,7.27,1
55,29.56,7.78,1
8,29.28,8.3,1
14,29.21,8.28,1
70,29.14,8.25,0
67,28.94,8.36,0
48,28.74,8.48,1
56,28.62,8.77,0
58,28.51,9.06,1
52,28.3,9.38,0
8,28.09,9.7,1
85,27.89,9.89,0
50,27.69,10.08,0
39,27.74,9.88,1
87,27.78,9.69,1
51,27.6,9.88,0
15,27.43,10.08,1
83,27.4,10.16,0
52,27.36,10.24,0
1,27.49,10.07,1
32,27.63,9.9,1
46,27.64,10.28,1
12,27.64,10.67,1
58,27.66,10.84,0
87,27.67,11.01,0
51,27.84,11,1
88,28.01,11,0
33,27.87,11.71,0
86,27.73,12.42,1
82,27.47,13.48,0
45,27.21,14.54,1
18,26.98,15.64,1
43,26.75,16.75,0
85,26.73,17.56,1
8,26.71,18.38,1
38,26.74,18.77,0
70,26.77,19.17,0
36,26.6,19.78,1
59,26.44,20.39,1
83,26.28,20.93,0
88,26.12,21.47,0
28,26.03,21.65,1
52,25.94,21.83,1
80,25.87,21.92,1
62,25.79,22,0
81,25.72,22.09,0
20,25.58,22.34,0
20,25.43,22.58,1
57,25.41,22.25,0
6,25.39,21.92,1
23,25.34,21.69,1
78,25.29,21.46,1
84,25.28,21.3,0
69,25.26,21.15,1
66,25.26,21.1,1
37,25.26,21.04,0
59,25.16,21.15,1
67,25.05,21.26,1
25,24.9,21.2,1
66,24.75,21.15,0
89,24.8,20.65,0
5,24.84,20.15,0
63,24.68,20.55,0
90,24.52,20.95,0
61,24.26,21.3,1
50,24,21.64,1
49,23.88,21.82,1
11,23.77,21.99,1
82,23.6,22.23,0
45,23.43,22.47,0
20,23.22,22.47,0
41,23.02,22.47,0
61,22.92,22.22,0
51,22.82,21.97,0
54,22.8,21.85,1
15,22.78,21.74,1
6,22.79,21.66,0
43,22.8,21.58,1
27,22.74,21.6,1
19,22.69,21.63,1
46,22.72,21.28,0
5,22.76,20.92,1
79,22.82,20.82,0
55,22.87,20.71,1
65,22.92,20.54,1
62,22.97,20.38,1
10,22.96,20.45,1
77,22.95,20.53,0
29,22.84,21.04,1
40,22.74,21.56,0
11,22.66,21.6,1
1,22.57,21.64,1
42,22.4,22.08,0
17,22.24,22.52,1
30,22.1,22.85,1
86,21.96,23.18,0
36,21.81,23.52,0
23,21.67,23.85,1
53,21.54,24.16,1
6,21.42,24.46,1
6,21.43,24.12,1
15,21.44,23.77,1
86,21.44,23.91,0
54,21.43,24.05,0
53,21.36,24.12,1
83,21.3,24.18,0
75,21.3,24.12,1
66,21.3,24.06,1
83,21.3,23.95,0
21,21.3,23.84,1
27,21.25,24.11,1
4,21.2,24.38,1
82,21.11,24.62,0
78,21.02,24.87,1
31,20.93,24.99,0
17,20.84,25.11,1
81,20.78,25.34,0
21,20.71,25.57,1
26,20.52,25.9,1
25,20.33,26.24,0
56,20.25,26.14,1
63,20.17,26.04,0
39,20.08,25.87,0
61,19.99,25.7,0
34,20.02,25.61,1
19,20.05,25.52,1
77,20.08,25.41,0
34,20.12,25.29,1
26,20.15,25.18,1
49,20.11,25.31,0
72,20.08,25.44,0
58,20.03,25.62,0
35,19.98,25.8,1
37,19.94,25.88,0
79,19.91,25.96,0
51,19.74,26.51,1
20,19.57,27.06,1
68,19.55,27.05,1
60,19.52,27.04,0
86,19.5,27.03,0
67,19.47,27.02,0
60,19.44,27.01,1
54,19.42,27,1
42,19.39,27.01,1
33,19.36,27.02,1
46,19.41,26.9,0
39,19.46,26.79,1
61,19.57,26.7,0
14,19.67,26.61,1
59,19.76,26.73,0
50,19.85,26.85,0
1,20.16,26.42,0
42,20.48,25.98,1
1,20.84,25.8,0
76,21.2,25.63,1
15,21.72,25.08,1
32,22.23,24.53,1
62,22.76,23.76,1
17,23.3,22.99,1
12,23.84,22.35,1
77,24.39,21.72,1
18,24.84,20.9,1
76,25.29,20.08,1
76,25.88,18.77,0
85,26.46,17.47,0
5,27.01,16.73,1
42,27.56,15.98,0
67,28.13,15.48,0
10,28.7,14.98,1
16,29.25,14.53,1
78,29.8,14.08,0
82,30.1,13.82,1
90,30.41,13.57,0
17,31.35,12.27,1
10,32.29,10.97,1
4,32.51,10.06,1
32,32.72,9.16,0
34,32.94,8.25,1
34,33.16,7.34,0
88,33.68,7.12,1
72,34.21,6.91,1
24,34.78,6.52,1
55,35.34,6.14,1
14,35.2,5.77,0
49,35.06,5.4,1
72,35.34,5.51,0
36,35.63,5.61,0
24,35.58,5.36,0
11,35.53,5.1,0
4,35.9,5.07,1
76,36.28,5.05,0
72,36.4,4.89,1
70,36.52,4.74,1
52,36.52,4.8,0
57,36.52,4.86,0
71,36.52,4.73,0
36,36.52,4.6,0
87,36.58,4.5,1
60,36.63,4.4,0
54,36.84,4.29,1
34,37.05,4.18,0
12,36.92,4.26,1
20,36.8,4.33,1
52,37.08,4.16,1
33,37.37,4,1
50,37.47,3.96,1
90,37.56,3.91,0
15,37.26,4.01,1
90,36.97,4.11,0
72,36.86,4.44,1
37,36.75,4.77,1
69,36,5.11,1
28,35.26,5.45,1
49,35.44,5.16,1
75,35.63,4.88,1
74,36.28,4.68,0
13,36.94,4.48,1
52,37.58,4.16,0
10,38.21,3.84,1
72,37.99,3.77,0
37,37.77,3.7,0
66,37.62,3.65,1
3,37.47,3.6,1
6,37.41,3.84,1
35,37.35,4.09,0
72,37.02,4.28,0
6,36.68,4.47,1
5,36.28,4.32,1
2,35.88,4.18,0
10,35.8,4.36,1
25,35.71,4.53,1
70,35.98,4.43,1
28,36.25,4.33,0
27,36.33,4.32,1
25,36.41,4.31,1
14,36.39,4.15,0
7,36.37,4,1
17,36.47,3.88,0
70,36.58,3.75,0
23,36.56,3.65,1
52,36.53,3.55,1
40,36.58,3.32,1
79,36.63,3.08,1
54,36.65,3.28,0
15,36.72,3.48,0
42,36.79,3.68,0
47,36.38,3.69,0
74,35.98,3.7,0
40,35.92,3.81,0
70,35.87,3.92,1
5,35.78,3.84,1
82,35.68,3.77,1
26,35.65,3.78,1
57,35.62,3.78,1
50,35.63,3.92,1
70,35.64,4.05,1
82,35.47,4.03,1
6,35.3,4,1
61,35.24,4.29,1
82,35.19,4.58,0
38,35.01,4.4,1
28,34.83,4.23,0
85,34.75,4.39,0
39,34.68,4.55,1
48,34.61,4.61,1
84,34.54,4.66,0
80,34.32,4.57,0
84,34.1,4.48,0
26,33.91,5.3,1
73,33.72,6.13,0
34,33.44,6.94,1
39,33.17,7.75,1
9,32.94,8.14,1
36,32.7,8.53,1
48,32.52,8.54,1
53,32.33,8.56,1
18,32.06,9.04,1
29,31.79,9.52,1
72,31.58,9.68,0
55,31.38,9.83,1
56,31.1,10.16,1
65,30.83,10.48,0
19,30.55,10.86,0
87,30.27,11.23,1
45,30.05,11.3,1
36,29.83,11.38,0
75,29.53,11.66,1
4,29.23,11.93,1
83,29.01,12.15,0
28,28.79,12.37,0
43,28.6,12.54,1
31,28.41,12.7,1
80,28.2,12.9,1
62,28,13.09,0
71,27.78,13.53,0
41,27.57,13.97,1
34,26.75,19.63,0
31,25.93,25.29,0
31,25.02,30.78,0
19,24.11,36.27,0
60,23.67,38.42,1
35,23.24,40.58,1
11,22.93,42.46,1
44,22.62,44.34,1
17,22.32,46.04,0
31,22.02,47.73,1
46,21.86,49.02,1
40,21.7,50.31,1
43,21.48,51.8,0
77,21.26,53.3,0
59,21.02,54.85,1
45,20.78,56.4,0
64,20.62,57.5,0
70,20.45,58.6,1
12,20.31,59.11,1
3,20.18,59.62,1
53,19.99,60.6,0
15,19.8,61.59,0
39,19.74,61.51,1
11,19.69,61.44,0
48,19.63,61.36,0
43,19.63,60.36,0
10,19.63,59.36,1
90,19.74,58.28,1
53,19.86,57.19,0
28,19.9,56.5,1
58,19.95,55.81,1
80,19.94,55.6,0
64,19.94,55.39,1
38,19.52,56.55,0
40,19.11,57.71,1
59,18.94,58.85,0
85,18.78,59.99,1
29,18.69,60.46,0
84,18.59,60.92,0
22,18.42,61.21,1
59,18.24,61.5,0
74,18.09,62.12,1
31,17.94,62.74,1
3,17.95,63.15,1
22,17.97,63.56,1
63,18.2,62.18,0
24,18.43,60.81,1
87,18.85,59.1,0
39,19.27,57.38,0
11,19.34,56.99,1
76,19.41,56.6,0
30,19.13,57.21,1
6,18.85,57.82,1
29,18.31,59.72,1
41,17.77,61.62,0
11,17.44,63.37,1
71,17.11,65.12,0
33,17.05,65.9,1
56,16.98,66.67,1
59,17.38,63.87,1
27,17.78,61.07,1
20,18.18,58.61,1
33,18.57,56.16,0
30,18.76,54.69,0
42,18.94,53.23,0
49,19.02,51.58,1
38,19.11,49.93,0
7,19.18,48.18,1
53,19.26,46.44,0
14,19.37,44.5,1
50,19.47,42.55,0
66,19.68,40.01,1
75,19.89,37.47,1
41,20.13,35.67,1
23,20.38,33.88,1
81,20.35,33.47,0
78,20.32,33.06,0
1,20.36,32.48,1
4,20.39,31.89,1
57,20.43,31.31,0
83,20.39,30.77,1
10,20.35,30.23,1
86,20.2,30.02,0
12,20.06,29.8,1
83,19.94,29.62,0
23,19.83,29.43,0
5,19.67,29.52,1
43,19.51,29.6,1
46,19.52,29.38,1
5,19.53,29.16,1
57,19.34,29.32,0
54,19.14,29.48,0
42,19.12,29.35,0
75,19.09,29.22,1
83,19.07,29,1
70,19.05,28.79,0
10,19,28.82,1
65,18.95,28.86,0
16,18.88,28.64,1
84,18.82,28.42,0
67,18.74,28.41,0
3,18.67,28.4,1
23,18.54,28.74,0
23,18.4,29.07,0
15,18.21,29.73,1
66,18.02,30.39,0
18,17.91,30.88,1
19,17.8,31.36,0
89,18,30.53,0
67,18.19,29.7,0
25,18.22,29.48,1
67,18.24,29.25,1
21,18.23,29.3,1
15,18.21,29.34,0
72,17.98,30.26,1
18,17.74,31.19,1
12,17.43,32.2,1
14,17.12,33.2,1
50,17.07,33.69,0
87,17.02,34.18,0
81,17,34.66,0
64,16.99,35.15,0
80,16.99,35.5,1
30,17,35.85,0
43,16.92,36.66,0
48,16.84,37.48,1
62,16.66,38.24,0
32,16.48,38.99,1
15,16.84,38.21,1
8,17.21,37.44,1
14,17.57,36.66,1
90,17.93,35.89,1
63,18.3,35.11,0
76,18.66,34.33,0
90,19.03,33.56,0
22,19.39,32.78,0
35,19.75,32.01,0
4,20.12,31.23,1
26,20.48,30.45,0
63,20.84,29.68,0
19,21.21,28.9,1
42,21.57,28.13,0
2,21.94,27.35,0
3,22.3,26.58,1
36,22.66,25.8,1
3,23.03,25.02,1
55,23.39,24.25,1
75,23.75,23.47,1
14,24.12,22.7,1
46,24.48,21.92,1
7,24.85,21.14,1
83,25.21,20.37,0
15,25.57,19.59,1
59,25.94,18.82,0
14,26.3,18.04,1
24,26.86,16.66,0
76,27.42,15.27,0
